task,dataset,n_features,n_classes,n_cal,seed,significance,n_neighbors,normalize_guard,regression_mode,threshold_value,explanation_type,n_test_instances,mean_standard_rules_per_instance,mean_guarded_rules_per_instance,guard_retention_rate,fraction_instances_fully_filtered,n_instances_fully_filtered,task_skipped,skip_reason,error
binary,pc4,37,2,300,2,0.1,5,True,cls,,alternative,100,43.47,82.47,0.802549630206306,0.07,7,False,,
binary,pc4,37,2,300,2,0.2,5,True,cls,,factual,100,22.87,21.35,0.7517605633802817,0.17,17,False,,
binary,pc4,37,2,300,2,0.2,5,True,cls,,alternative,100,43.47,71.98,0.6399928869920868,0.12,12,False,,
binary,pc4,37,2,500,2,0.05,5,True,cls,,factual,100,24.6,26.53,0.9234249912982945,0.04,4,False,,
binary,pc4,37,2,500,2,0.05,5,True,cls,,alternative,100,44.16,89.64,0.8718996206594689,0.02,2,False,,
binary,pc4,37,2,500,2,0.1,5,True,cls,,factual,100,24.6,25.78,0.9077464788732394,0.05,5,False,,
binary,pc4,37,2,500,2,0.1,5,True,cls,,alternative,100,44.16,87.0,0.820290401659438,0.03,3,False,,
binary,pc4,37,2,500,2,0.2,5,True,cls,,factual,100,24.6,22.49,0.781445448227936,0.16,16,False,,
binary,pc4,37,2,500,2,0.2,5,True,cls,,alternative,100,44.16,73.53,0.624511635807712,0.12,12,False,,
binary,kc1,21,2,100,0,0.05,5,True,cls,,factual,100,13.58,10.71,0.8807565789473685,0.08,8,False,,
binary,kc1,21,2,100,0,0.05,5,True,cls,,alternative,100,12.57,10.7,0.8799342105263158,0.09,9,False,,
binary,kc1,21,2,100,0,0.1,5,True,cls,,factual,100,13.58,9.98,0.783359497645212,0.12,12,False,,
binary,kc1,21,2,100,0,0.1,5,True,cls,,alternative,100,12.57,9.95,0.7749221183800623,0.13,13,False,,
binary,kc1,21,2,100,0,0.2,5,True,cls,,factual,100,13.58,9.11,0.6451841359773371,0.22,22,False,,
binary,kc1,21,2,100,0,0.2,5,True,cls,,alternative,100,12.57,9.01,0.6331693605059733,0.22,22,False,,
binary,kc1,21,2,300,0,0.05,5,True,cls,,factual,100,15.3,15.76,0.9162790697674419,0.05,5,False,,
binary,kc1,21,2,300,0,0.05,5,True,cls,,alternative,100,27.54,67.58,0.7630123066501072,0.03,3,False,,
binary,kc1,21,2,300,0,0.1,5,True,cls,,factual,100,15.3,14.82,0.8743362831858407,0.08,8,False,,
binary,kc1,21,2,300,0,0.1,5,True,cls,,alternative,100,27.54,58.52,0.6349137463382879,0.07,7,False,,
binary,kc1,21,2,300,0,0.2,5,True,cls,,factual,100,15.3,13.53,0.7893815635939323,0.17,17,False,,
binary,kc1,21,2,300,0,0.2,5,True,cls,,alternative,100,27.54,47.16,0.4751158573443482,0.13,13,False,,
binary,kc1,21,2,500,0,0.05,5,True,cls,,factual,100,16.29,17.87,0.9356020942408377,0.05,5,False,,
binary,kc1,21,2,500,0,0.05,5,True,cls,,alternative,100,26.32,85.7,0.842591682233802,0.04,4,False,,
binary,kc1,21,2,500,0,0.1,5,True,cls,,factual,100,16.29,16.88,0.8969181721572795,0.09,9,False,,
binary,kc1,21,2,500,0,0.1,5,True,cls,,alternative,100,26.32,71.91,0.6678120356612184,0.09,9,False,,
binary,kc1,21,2,500,0,0.2,5,True,cls,,factual,100,16.29,14.45,0.7983425414364641,0.17,17,False,,
binary,kc1,21,2,500,0,0.2,5,True,cls,,alternative,100,26.32,50.46,0.43272446616928223,0.18,18,False,,
binary,kc1,21,2,100,1,0.05,5,True,cls,,factual,100,14.62,13.7,0.8257986738999398,0.15,15,False,,
binary,kc1,21,2,100,1,0.05,5,True,cls,,alternative,100,18.55,29.07,0.6937947494033413,0.16,16,False,,
binary,kc1,21,2,100,1,0.1,5,True,cls,,factual,100,14.62,12.57,0.7749691738594328,0.17,17,False,,
binary,kc1,21,2,100,1,0.1,5,True,cls,,alternative,100,18.55,25.66,0.5748207885304659,0.19,19,False,,
binary,kc1,21,2,100,1,0.2,5,True,cls,,factual,100,14.62,11.09,0.6729368932038835,0.25,25,False,,
binary,kc1,21,2,100,1,0.2,5,True,cls,,alternative,100,18.55,20.22,0.4113936927772126,0.24,24,False,,
binary,kc1,21,2,300,1,0.05,5,True,cls,,factual,100,12.63,14.8,0.9585492227979274,0.05,5,False,,
binary,kc1,21,2,300,1,0.05,5,True,cls,,alternative,100,19.59,50.99,0.7529533372711164,0.04,4,False,,
binary,kc1,21,2,300,1,0.1,5,True,cls,,factual,100,12.63,12.03,0.8025350233488993,0.12,12,False,,
binary,kc1,21,2,300,1,0.1,5,True,cls,,alternative,100,19.59,35.44,0.43747685470929515,0.1,10,False,,
binary,kc1,21,2,300,1,0.2,5,True,cls,,factual,100,12.63,10.44,0.6788036410923277,0.25,25,False,,
binary,kc1,21,2,300,1,0.2,5,True,cls,,alternative,100,19.59,25.26,0.27819383259911895,0.24,24,False,,
binary,kc1,21,2,500,1,0.05,5,True,cls,,factual,100,15.59,16.68,0.9680789320951828,0.02,2,False,,
binary,kc1,21,2,500,1,0.05,5,True,cls,,alternative,100,25.35,54.08,0.64921968787515,0.01,1,False,,
binary,kc1,21,2,500,1,0.1,5,True,cls,,factual,100,15.59,13.98,0.8223529411764706,0.13,13,False,,
binary,kc1,21,2,500,1,0.1,5,True,cls,,alternative,100,25.35,37.97,0.4119561679505262,0.11,11,False,,
binary,kc1,21,2,500,1,0.2,5,True,cls,,factual,100,15.59,11.67,0.7009009009009008,0.21,21,False,,
binary,kc1,21,2,500,1,0.2,5,True,cls,,alternative,100,25.35,26.34,0.2661412549257351,0.18,18,False,,
binary,kc1,21,2,100,2,0.05,5,True,cls,,factual,100,13.86,8.04,0.8170731707317073,0.09,9,False,,
binary,kc1,21,2,100,2,0.05,5,True,cls,,alternative,100,12.73,7.11,0.2892595606183889,0.09,9,False,,
binary,kc1,21,2,100,2,0.1,5,True,cls,,factual,100,13.86,6.66,0.6951983298538622,0.15,15,False,,
binary,kc1,21,2,100,2,0.1,5,True,cls,,alternative,100,12.73,3.15,0.11819887429643527,0.17,17,False,,
binary,kc1,21,2,100,2,0.2,5,True,cls,,factual,100,13.86,4.5,0.43816942551119764,0.32,32,False,,
binary,kc1,21,2,100,2,0.2,5,True,cls,,alternative,100,12.73,0.96,0.034236804564907276,0.6,60,False,,
binary,kc1,21,2,300,2,0.05,5,True,cls,,factual,100,13.84,13.63,0.915994623655914,0.05,5,False,,
binary,kc1,21,2,300,2,0.05,5,True,cls,,alternative,100,15.04,35.23,0.7186862505099959,0.05,5,False,,
binary,kc1,21,2,300,2,0.1,5,True,cls,,factual,100,13.84,12.75,0.8638211382113821,0.07,7,False,,
binary,kc1,21,2,300,2,0.1,5,True,cls,,alternative,100,15.04,29.26,0.5592507645259939,0.08,8,False,,
binary,kc1,21,2,300,2,0.2,5,True,cls,,factual,100,13.84,8.7,0.6113843991567112,0.25,25,False,,
binary,kc1,21,2,300,2,0.2,5,True,cls,,alternative,100,15.04,14.8,0.22910216718266255,0.22,22,False,,
binary,kc1,21,2,500,2,0.05,5,True,cls,,factual,100,16.14,16.76,0.93007769145394,0.05,5,False,,
binary,kc1,21,2,500,2,0.05,5,True,cls,,alternative,100,22.34,50.34,0.7178097818337373,0.05,5,False,,
binary,kc1,21,2,500,2,0.1,5,True,cls,,factual,100,16.14,15.74,0.8739589117157135,0.09,9,False,,
binary,kc1,21,2,500,2,0.1,5,True,cls,,alternative,100,22.34,43.16,0.5896980461811723,0.08,8,False,,
binary,kc1,21,2,500,2,0.2,5,True,cls,,factual,100,16.14,11.23,0.6876913655848133,0.23,23,False,,
binary,kc1,21,2,500,2,0.2,5,True,cls,,alternative,100,22.34,24.57,0.3059775840597758,0.2,20,False,,
multiclass,iris,4,3,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (50 < 500 cal + 100 train),
multiclass,tae,5,3,0,,,,,,,,0,,,,,-1,True,not enough remaining samples after test (51 < 500 cal + 100 train),
multiclass,image,19,7,100,0,0.05,5,True,cls,,factual,100,12.3,18.67,1.0,0.0,0,False,,
multiclass,image,19,7,100,0,0.05,5,True,cls,,alternative,100,22.75,99.0,0.9758501724987678,0.0,0,False,,
multiclass,image,19,7,100,0,0.1,5,True,cls,,factual,100,12.3,17.37,0.9303695768612747,0.06,6,False,,
multiclass,image,19,7,100,0,0.1,5,True,cls,,alternative,100,22.75,93.21,0.9144510938879623,0.0,0,False,,
multiclass,image,19,7,100,0,0.2,5,True,cls,,factual,100,12.3,14.81,0.7873471557682084,0.21,21,False,,
multiclass,image,19,7,100,0,0.2,5,True,cls,,alternative,100,22.75,68.53,0.6662453820727202,0.0,0,False,,
multiclass,image,19,7,300,0,0.05,5,True,cls,,factual,100,14.1,18.43,0.97,0.03,3,False,,
multiclass,image,19,7,300,0,0.05,5,True,cls,,alternative,100,24.86,100.38,0.9513790162069946,0.0,0,False,,
multiclass,image,19,7,300,0,0.1,5,True,cls,,factual,100,14.1,17.49,0.9205263157894736,0.07,7,False,,
multiclass,image,19,7,300,0,0.1,5,True,cls,,alternative,100,24.86,83.92,0.8019877675840978,0.0,0,False,,
multiclass,image,19,7,300,0,0.2,5,True,cls,,factual,100,14.1,14.6,0.7684210526315789,0.19,19,False,,
multiclass,image,19,7,300,0,0.2,5,True,cls,,alternative,100,24.86,55.11,0.5287345294061211,0.0,0,False,,
multiclass,image,19,7,500,0,0.05,5,True,cls,,factual,100,14.09,18.43,0.97,0.03,3,False,,
multiclass,image,19,7,500,0,0.05,5,True,cls,,alternative,100,22.8,98.33,0.9159757801583605,0.0,0,False,,
multiclass,image,19,7,500,0,0.1,5,True,cls,,factual,100,14.09,16.93,0.8910526315789473,0.09,9,False,,
multiclass,image,19,7,500,0,0.1,5,True,cls,,alternative,100,22.8,78.73,0.7386939388252955,0.0,0,False,,
multiclass,image,19,7,500,0,0.2,5,True,cls,,factual,100,14.09,14.35,0.7552631578947369,0.2,20,False,,
multiclass,image,19,7,500,0,0.2,5,True,cls,,alternative,100,22.8,50.48,0.47510588235294116,0.01,1,False,,
multiclass,image,19,7,100,1,0.05,5,True,cls,,factual,100,13.05,17.37,0.9195341450502912,0.08,8,False,,
multiclass,image,19,7,100,1,0.05,5,True,cls,,alternative,100,22.32,92.82,0.9050312012480499,0.01,1,False,,
multiclass,image,19,7,100,1,0.1,5,True,cls,,factual,100,13.05,16.81,0.8908320084790673,0.1,10,False,,
multiclass,image,19,7,100,1,0.1,5,True,cls,,alternative,100,22.32,90.03,0.8773143636717988,0.01,1,False,,
multiclass,image,19,7,100,1,0.2,5,True,cls,,factual,100,13.05,14.8,0.781414994720169,0.19,19,False,,
multiclass,image,19,7,100,1,0.2,5,True,cls,,alternative,100,22.32,65.33,0.6269673704414588,0.05,5,False,,
multiclass,image,19,7,300,1,0.05,5,True,cls,,factual,100,14.31,18.38,0.9704329461457233,0.02,2,False,,
multiclass,image,19,7,300,1,0.05,5,True,cls,,alternative,100,25.29,101.73,0.9559293365908664,0.02,2,False,,
multiclass,image,19,7,300,1,0.1,5,True,cls,,factual,100,14.31,16.76,0.8891246684350133,0.1,10,False,,
multiclass,image,19,7,300,1,0.1,5,True,cls,,alternative,100,25.29,79.78,0.7447722180731889,0.03,3,False,,
multiclass,image,19,7,300,1,0.2,5,True,cls,,factual,100,14.31,15.59,0.8209583991574513,0.16,16,False,,
multiclass,image,19,7,300,1,0.2,5,True,cls,,alternative,100,25.29,62.21,0.5786976744186046,0.05,5,False,,
multiclass,image,19,7,500,1,0.05,5,True,cls,,factual,100,14.21,18.14,0.9597883597883597,0.03,3,False,,
multiclass,image,19,7,500,1,0.05,5,True,cls,,alternative,100,22.9,91.38,0.84909868054265,0.01,1,False,,
multiclass,image,19,7,500,1,0.1,5,True,cls,,factual,100,14.21,17.17,0.909427966101695,0.09,9,False,,
multiclass,image,19,7,500,1,0.1,5,True,cls,,alternative,100,22.9,76.13,0.7090434944584149,0.02,2,False,,
multiclass,image,19,7,500,1,0.2,5,True,cls,,factual,100,14.21,15.74,0.828421052631579,0.12,12,False,,
multiclass,image,19,7,500,1,0.2,5,True,cls,,alternative,100,22.9,56.87,0.5286789997211119,0.04,4,False,,
multiclass,image,19,7,100,2,0.05,5,True,cls,,factual,100,12.85,17.63,0.9298523206751055,0.06,6,False,,
multiclass,image,19,7,100,2,0.05,5,True,cls,,alternative,100,24.72,96.2,0.9134067603494114,0.0,0,False,,
multiclass,image,19,7,100,2,0.1,5,True,cls,,factual,100,12.85,17.07,0.9003164556962026,0.09,9,False,,
multiclass,image,19,7,100,2,0.1,5,True,cls,,alternative,100,24.72,92.19,0.876497432972048,0.0,0,False,,
multiclass,image,19,7,100,2,0.2,5,True,cls,,factual,100,12.85,15.52,0.8194297782470961,0.16,16,False,,
multiclass,image,19,7,100,2,0.2,5,True,cls,,alternative,100,24.72,73.92,0.7056801909307876,0.01,1,False,,
multiclass,image,19,7,300,2,0.05,5,True,cls,,factual,100,13.75,18.19,0.9578725645076356,0.04,4,False,,
multiclass,image,19,7,300,2,0.05,5,True,cls,,alternative,100,24.56,103.49,0.9403052880247138,0.0,0,False,,
multiclass,image,19,7,300,2,0.1,5,True,cls,,factual,100,13.75,17.49,0.9205263157894736,0.06,6,False,,
multiclass,image,19,7,300,2,0.1,5,True,cls,,alternative,100,24.56,88.21,0.8032966032237501,0.0,0,False,,
multiclass,image,19,7,300,2,0.2,5,True,cls,,factual,100,13.75,14.78,0.7778947368421053,0.18,18,False,,
multiclass,image,19,7,300,2,0.2,5,True,cls,,alternative,100,24.56,61.51,0.5622486288848263,0.02,2,False,,
multiclass,image,19,7,500,2,0.05,5,True,cls,,factual,100,14.08,18.05,0.95,0.05,5,False,,
multiclass,image,19,7,500,2,0.05,5,True,cls,,alternative,100,23.18,97.24,0.8756416028815849,0.0,0,False,,
multiclass,image,19,7,500,2,0.1,5,True,cls,,factual,100,14.08,16.22,0.8536842105263158,0.09,9,False,,
multiclass,image,19,7,500,2,0.1,5,True,cls,,alternative,100,23.18,74.79,0.6760372412546326,0.0,0,False,,
multiclass,image,19,7,500,2,0.2,5,True,cls,,factual,100,14.08,14.37,0.7563157894736842,0.24,24,False,,
multiclass,image,19,7,500,2,0.2,5,True,cls,,alternative,100,23.18,52.52,0.47576773258447325,0.04,4,False,,
multiclass,wineW,11,7,100,0,0.05,5,True,cls,,factual,100,10.14,10.21,0.9281818181818182,0.02,2,False,,
multiclass,wineW,11,7,100,0,0.05,5,True,cls,,alternative,100,15.93,64.06,0.8822476242941744,0.02,2,False,,
multiclass,wineW,11,7,100,0,0.1,5,True,cls,,factual,100,10.14,9.79,0.8908098271155596,0.04,4,False,,
multiclass,wineW,11,7,100,0,0.1,5,True,cls,,alternative,100,15.93,59.25,0.8158909391352245,0.02,2,False,,
multiclass,wineW,11,7,100,0,0.2,5,True,cls,,factual,100,10.14,9.16,0.8342440801457195,0.08,8,False,,
multiclass,wineW,11,7,100,0,0.2,5,True,cls,,alternative,100,15.93,52.04,0.7164096916299559,0.02,2,False,,
multiclass,wineW,11,7,300,0,0.05,5,True,cls,,factual,100,10.35,10.04,0.913557779799818,0.02,2,False,,
multiclass,wineW,11,7,300,0,0.05,5,True,cls,,alternative,100,17.66,63.75,0.873766447368421,0.01,1,False,,
multiclass,wineW,11,7,300,0,0.1,5,True,cls,,factual,100,10.35,9.59,0.8726114649681529,0.08,8,False,,
multiclass,wineW,11,7,300,0,0.1,5,True,cls,,alternative,100,17.66,57.57,0.7890625,0.02,2,False,,
multiclass,wineW,11,7,300,0,0.2,5,True,cls,,factual,100,10.35,8.96,0.8152866242038217,0.14,14,False,,
multiclass,wineW,11,7,300,0,0.2,5,True,cls,,alternative,100,17.66,48.08,0.6589912280701754,0.06,6,False,,
multiclass,wineW,11,7,500,0,0.05,5,True,cls,,factual,100,10.69,10.23,0.93,0.02,2,False,,
multiclass,wineW,11,7,500,0,0.05,5,True,cls,,alternative,100,19.52,63.44,0.8572972972972973,0.0,0,False,,
multiclass,wineW,11,7,500,0,0.1,5,True,cls,,factual,100,10.69,9.72,0.8836363636363637,0.06,6,False,,
multiclass,wineW,11,7,500,0,0.1,5,True,cls,,alternative,100,19.52,55.48,0.7497297297297297,0.02,2,False,,
multiclass,wineW,11,7,500,0,0.2,5,True,cls,,factual,100,10.69,8.63,0.7845454545454545,0.17,17,False,,
multiclass,wineW,11,7,500,0,0.2,5,True,cls,,alternative,100,19.52,44.3,0.5986486486486486,0.05,5,False,,
multiclass,wineW,11,7,100,1,0.05,5,True,cls,,factual,100,9.62,10.04,0.9127272727272727,0.01,1,False,,
multiclass,wineW,11,7,100,1,0.05,5,True,cls,,alternative,100,15.92,60.56,0.8776811594202899,0.01,1,False,,
multiclass,wineW,11,7,100,1,0.1,5,True,cls,,factual,100,9.62,9.99,0.9081818181818182,0.01,1,False,,
multiclass,wineW,11,7,100,1,0.1,5,True,cls,,alternative,100,15.92,59.18,0.8576811594202899,0.01,1,False,,
multiclass,wineW,11,7,100,1,0.2,5,True,cls,,factual,100,9.62,8.11,0.7372727272727273,0.09,9,False,,
multiclass,wineW,11,7,100,1,0.2,5,True,cls,,alternative,100,15.92,42.79,0.6201449275362318,0.06,6,False,,
multiclass,wineW,11,7,300,1,0.05,5,True,cls,,factual,100,10.53,10.28,0.9345454545454546,0.01,1,False,,
multiclass,wineW,11,7,300,1,0.05,5,True,cls,,alternative,100,16.68,66.07,0.8809333333333333,0.01,1,False,,
multiclass,wineW,11,7,300,1,0.1,5,True,cls,,factual,100,10.53,9.74,0.8854545454545455,0.05,5,False,,
multiclass,wineW,11,7,300,1,0.1,5,True,cls,,alternative,100,16.68,60.54,0.8072,0.01,1,False,,
multiclass,wineW,11,7,300,1,0.2,5,True,cls,,factual,100,10.53,9.13,0.83,0.16,16,False,,
multiclass,wineW,11,7,300,1,0.2,5,True,cls,,alternative,100,16.68,50.3,0.6706666666666666,0.05,5,False,,
multiclass,wineW,11,7,500,1,0.05,5,True,cls,,factual,100,10.79,10.28,0.9371011850501367,0.03,3,False,,
multiclass,wineW,11,7,500,1,0.05,5,True,cls,,alternative,100,19.05,66.0,0.8830612791008831,0.01,1,False,,
multiclass,wineW,11,7,500,1,0.1,5,True,cls,,factual,100,10.79,9.93,0.9051959890610757,0.06,6,False,,
multiclass,wineW,11,7,500,1,0.1,5,True,cls,,alternative,100,19.05,62.18,0.8315057502005884,0.01,1,False,,
multiclass,wineW,11,7,500,1,0.2,5,True,cls,,factual,100,10.79,8.83,0.8034576888080073,0.13,13,False,,
multiclass,wineW,11,7,500,1,0.2,5,True,cls,,alternative,100,19.05,48.98,0.6535895382973045,0.06,6,False,,
multiclass,wineW,11,7,100,2,0.05,5,True,cls,,factual,100,8.21,10.89,0.99,0.01,1,False,,
multiclass,wineW,11,7,100,2,0.05,5,True,cls,,alternative,100,14.23,68.71,0.968974756733888,0.0,0,False,,
multiclass,wineW,11,7,100,2,0.1,5,True,cls,,factual,100,8.21,10.39,0.9445454545454546,0.03,3,False,,
multiclass,wineW,11,7,100,2,0.1,5,True,cls,,alternative,100,14.23,61.09,0.860543738554726,0.01,1,False,,
multiclass,wineW,11,7,100,2,0.2,5,True,cls,,factual,100,8.21,8.57,0.7790909090909091,0.14,14,False,,
multiclass,wineW,11,7,100,2,0.2,5,True,cls,,alternative,100,14.23,46.64,0.6569014084507042,0.05,5,False,,
multiclass,wineW,11,7,300,2,0.05,5,True,cls,,factual,100,10.41,10.64,0.9672727272727273,0.02,2,False,,
multiclass,wineW,11,7,300,2,0.05,5,True,cls,,alternative,100,18.49,69.37,0.9249333333333334,0.01,1,False,,
multiclass,wineW,11,7,300,2,0.1,5,True,cls,,factual,100,10.41,9.76,0.8872727272727273,0.06,6,False,,
multiclass,wineW,11,7,300,2,0.1,5,True,cls,,alternative,100,18.49,58.25,0.7766666666666666,0.01,1,False,,
multiclass,wineW,11,7,300,2,0.2,5,True,cls,,factual,100,10.41,8.77,0.7972727272727272,0.19,19,False,,
multiclass,wineW,11,7,300,2,0.2,5,True,cls,,alternative,100,18.49,43.82,0.5842666666666667,0.04,4,False,,
multiclass,wineW,11,7,500,2,0.05,5,True,cls,,factual,100,10.57,10.5,0.9545454545454546,0.03,3,False,,
multiclass,wineW,11,7,500,2,0.05,5,True,cls,,alternative,100,18.46,65.87,0.8667105263157895,0.01,1,False,,
multiclass,wineW,11,7,500,2,0.1,5,True,cls,,factual,100,10.57,9.63,0.8754545454545455,0.07,7,False,,
multiclass,wineW,11,7,500,2,0.1,5,True,cls,,alternative,100,18.46,55.85,0.7348684210526316,0.01,1,False,,
multiclass,wineW,11,7,500,2,0.2,5,True,cls,,factual,100,10.57,8.61,0.7827272727272727,0.18,18,False,,
multiclass,wineW,11,7,500,2,0.2,5,True,cls,,alternative,100,18.46,43.66,0.5744736842105264,0.05,5,False,,
multiclass,wineR,11,6,100,0,0.05,5,True,cls,,factual,100,9.54,9.4,0.8545454545454545,0.08,8,False,,
multiclass,wineR,11,6,100,0,0.05,5,True,cls,,alternative,100,16.71,57.62,0.835072463768116,0.05,5,False,,
multiclass,wineR,11,6,100,0,0.1,5,True,cls,,factual,100,9.54,8.61,0.7827272727272727,0.13,13,False,,
multiclass,wineR,11,6,100,0,0.1,5,True,cls,,alternative,100,16.71,50.49,0.7317391304347826,0.1,10,False,,
multiclass,wineR,11,6,100,0,0.2,5,True,cls,,factual,100,9.54,8.2,0.7454545454545455,0.22,22,False,,
multiclass,wineR,11,6,100,0,0.2,5,True,cls,,alternative,100,16.71,44.57,0.6459420289855072,0.13,13,False,,
multiclass,wineR,11,6,300,0,0.05,5,True,cls,,factual,100,10.15,10.12,0.92,0.06,6,False,,
multiclass,wineR,11,6,300,0,0.05,5,True,cls,,alternative,100,16.15,64.99,0.8902739726027398,0.04,4,False,,
multiclass,wineR,11,6,300,0,0.1,5,True,cls,,factual,100,10.15,9.51,0.8645454545454545,0.11,11,False,,
multiclass,wineR,11,6,300,0,0.1,5,True,cls,,alternative,100,16.15,57.23,0.783972602739726,0.07,7,False,,
multiclass,wineR,11,6,300,0,0.2,5,True,cls,,factual,100,10.15,7.81,0.71,0.21,21,False,,
multiclass,wineR,11,6,300,0,0.2,5,True,cls,,alternative,100,16.15,41.66,0.5706849315068493,0.14,14,False,,
multiclass,wineR,11,6,500,0,0.05,5,True,cls,,factual,100,10.29,10.03,0.9118181818181819,0.07,7,False,,
multiclass,wineR,11,6,500,0,0.05,5,True,cls,,alternative,100,15.6,60.63,0.8305479452054795,0.04,4,False,,
multiclass,wineR,11,6,500,0,0.1,5,True,cls,,factual,100,10.29,9.38,0.8527272727272728,0.08,8,False,,
multiclass,wineR,11,6,500,0,0.1,5,True,cls,,alternative,100,15.6,50.13,0.6867123287671233,0.08,8,False,,
multiclass,wineR,11,6,500,0,0.2,5,True,cls,,factual,100,10.29,8.14,0.74,0.18,18,False,,
multiclass,wineR,11,6,500,0,0.2,5,True,cls,,alternative,100,15.6,35.73,0.48945205479452053,0.12,12,False,,
multiclass,wineR,11,6,100,1,0.05,5,True,cls,,factual,100,9.5,10.6,0.9636363636363636,0.01,1,False,,
multiclass,wineR,11,6,100,1,0.05,5,True,cls,,alternative,100,15.8,54.69,0.9594736842105264,0.01,1,False,,
multiclass,wineR,11,6,100,1,0.1,5,True,cls,,factual,100,9.5,9.57,0.87,0.06,6,False,,
multiclass,wineR,11,6,100,1,0.1,5,True,cls,,alternative,100,15.8,46.76,0.8203508771929825,0.04,4,False,,
multiclass,wineR,11,6,100,1,0.2,5,True,cls,,factual,100,9.5,8.86,0.8054545454545454,0.11,11,False,,
multiclass,wineR,11,6,100,1,0.2,5,True,cls,,alternative,100,15.8,40.24,0.7059649122807018,0.11,11,False,,
multiclass,wineR,11,6,300,1,0.05,5,True,cls,,factual,100,10.46,10.37,0.9427272727272727,0.03,3,False,,
multiclass,wineR,11,6,300,1,0.05,5,True,cls,,alternative,100,18.39,65.77,0.9134722222222222,0.03,3,False,,
multiclass,wineR,11,6,300,1,0.1,5,True,cls,,factual,100,10.46,9.75,0.8863636363636364,0.08,8,False,,
multiclass,wineR,11,6,300,1,0.1,5,True,cls,,alternative,100,18.39,58.05,0.80625,0.05,5,False,,
multiclass,wineR,11,6,300,1,0.2,5,True,cls,,factual,100,10.46,9.07,0.8245454545454546,0.13,13,False,,
multiclass,wineR,11,6,300,1,0.2,5,True,cls,,alternative,100,18.39,45.05,0.6256944444444444,0.12,12,False,,
multiclass,wineR,11,6,500,1,0.05,5,True,cls,,factual,100,10.59,10.38,0.9436363636363636,0.03,3,False,,
multiclass,wineR,11,6,500,1,0.05,5,True,cls,,alternative,100,19.35,67.78,0.9037333333333334,0.03,3,False,,
multiclass,wineR,11,6,500,1,0.1,5,True,cls,,factual,100,10.59,9.76,0.8872727272727273,0.07,7,False,,
multiclass,wineR,11,6,500,1,0.1,5,True,cls,,alternative,100,19.35,59.61,0.7948,0.04,4,False,,
multiclass,wineR,11,6,500,1,0.2,5,True,cls,,factual,100,10.59,9.18,0.8345454545454546,0.13,13,False,,
multiclass,wineR,11,6,500,1,0.2,5,True,cls,,alternative,100,19.35,47.48,0.6330666666666667,0.1,10,False,,
multiclass,wineR,11,6,100,2,0.05,5,True,cls,,factual,100,10.03,10.25,0.9318181818181818,0.04,4,False,,
multiclass,wineR,11,6,100,2,0.05,5,True,cls,,alternative,100,16.6,61.06,0.8979411764705882,0.02,2,False,,
multiclass,wineR,11,6,100,2,0.1,5,True,cls,,factual,100,10.03,9.78,0.889090909090909,0.05,5,False,,
multiclass,wineR,11,6,100,2,0.1,5,True,cls,,alternative,100,16.6,58.21,0.8560294117647059,0.04,4,False,,
multiclass,wineR,11,6,100,2,0.2,5,True,cls,,factual,100,10.03,9.46,0.86,0.08,8,False,,
multiclass,wineR,11,6,100,2,0.2,5,True,cls,,alternative,100,16.6,51.87,0.7627941176470588,0.05,5,False,,
multiclass,wineR,11,6,300,2,0.05,5,True,cls,,factual,100,10.27,10.26,0.9327272727272727,0.05,5,False,,
multiclass,wineR,11,6,300,2,0.05,5,True,cls,,alternative,100,16.6,61.74,0.8695774647887324,0.01,1,False,,
multiclass,wineR,11,6,300,2,0.1,5,True,cls,,factual,100,10.27,9.83,0.8936363636363637,0.08,8,False,,
multiclass,wineR,11,6,300,2,0.1,5,True,cls,,alternative,100,16.6,54.66,0.7698591549295775,0.04,4,False,,
multiclass,wineR,11,6,300,2,0.2,5,True,cls,,factual,100,10.27,8.95,0.8136363636363636,0.13,13,False,,
