arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,breast_cancer,44,100,100,114,0.1,0.9,0.9473684210526315,0.8889598328915044,0.9804427961144583,False,False,0.05263157894736842,1.0,0.9473684210526315,108,108,True
A,builtin.default,breast_cancer,44,200,200,114,0.05,0.95,0.956140350877193,0.9006113471996758,0.9856076911329386,False,False,0.02631578947368421,0.9819819819819819,0.956140350877193,109,111,True
C,experimental.difficulty_normalized,breast_cancer,44,200,200,114,0.05,0.95,0.9473684210526315,0.8889598328915044,0.9804427961144583,True,False,0.043859649122807015,0.9908256880733946,0.9473684210526315,108,109,True
A,builtin.default,breast_cancer,44,200,200,114,0.1,0.9,0.9385964912280702,0.877573083780254,0.9749586803252369,False,False,0.06140350877192982,1.0,0.9385964912280702,107,107,True
C,experimental.difficulty_normalized,breast_cancer,44,200,200,114,0.1,0.9,0.9385964912280702,0.877573083780254,0.9749586803252369,False,False,0.06140350877192982,1.0,0.9385964912280702,107,107,True
A,builtin.default,breast_cancer,44,400,400,114,0.05,0.95,0.9912280701754386,0.9520947421476234,0.9997779386246903,False,False,0.02631578947368421,0.990990990990991,0.9649122807017544,110,111,True
C,experimental.difficulty_normalized,breast_cancer,44,400,400,114,0.05,0.95,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.11403508771929824,1.0,0.8859649122807017,101,101,True
A,builtin.default,breast_cancer,44,400,400,114,0.1,0.9,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.03508771929824561,1.0,0.9649122807017544,110,110,True
C,experimental.difficulty_normalized,breast_cancer,44,400,400,114,0.1,0.9,0.9473684210526315,0.8889598328915044,0.9804427961144583,False,False,0.07894736842105263,1.0,0.9210526315789473,105,105,True
A,builtin.default,breast_cancer,45,50,50,114,0.05,0.95,0.9385964912280702,0.877573083780254,0.9749586803252369,True,False,0.03508771929824561,0.9727272727272728,0.9385964912280702,107,110,True
C,experimental.difficulty_normalized,breast_cancer,45,50,50,114,0.05,0.95,0.9385964912280702,0.877573083780254,0.9749586803252369,True,False,0.043859649122807015,0.9724770642201835,0.9298245614035088,106,109,True
A,builtin.default,breast_cancer,45,50,50,114,0.1,0.9,0.8596491228070176,0.7821059074518729,0.9175977227322767,True,False,0.12280701754385964,0.98,0.8596491228070176,98,100,True
C,experimental.difficulty_normalized,breast_cancer,45,50,50,114,0.1,0.9,0.8421052631578947,0.7619845741384329,0.9036532800965251,True,False,0.14035087719298245,0.9795918367346939,0.8421052631578947,96,98,True
A,builtin.default,breast_cancer,45,100,100,114,0.05,0.95,0.9298245614035088,0.8664043679142315,0.9692180142215856,True,False,0.043859649122807015,0.9724770642201835,0.9298245614035088,106,109,True
C,experimental.difficulty_normalized,breast_cancer,45,100,100,114,0.05,0.95,0.9298245614035088,0.8664043679142315,0.9692180142215856,True,False,0.05263157894736842,0.9722222222222222,0.9210526315789473,105,108,True
A,builtin.default,breast_cancer,45,100,100,114,0.1,0.9,0.8859649122807017,0.8128925847615672,0.9378645588097528,True,False,0.09649122807017543,0.9805825242718447,0.8859649122807017,101,103,True
C,experimental.difficulty_normalized,breast_cancer,45,100,100,114,0.1,0.9,0.8771929824561403,0.8025409854581997,0.9312056743180521,True,False,0.10526315789473684,0.9803921568627451,0.8771929824561403,100,102,True
A,builtin.default,breast_cancer,45,200,200,114,0.05,0.95,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.03508771929824561,0.9636363636363636,0.9298245614035088,106,110,True
C,experimental.difficulty_normalized,breast_cancer,45,200,200,114,0.05,0.95,0.9385964912280702,0.877573083780254,0.9749586803252369,True,False,0.06140350877192982,0.9626168224299065,0.9035087719298246,103,107,True
A,builtin.default,breast_cancer,45,200,200,114,0.1,0.9,0.8947368421052632,0.8233446829933384,0.9444137255752582,True,False,0.08771929824561403,0.9807692307692307,0.8947368421052632,102,104,True
C,experimental.difficulty_normalized,breast_cancer,45,200,200,114,0.1,0.9,0.8596491228070176,0.7821059074518729,0.9175977227322767,True,False,0.12280701754385964,0.98,0.8596491228070176,98,100,True
A,builtin.default,breast_cancer,45,400,400,114,0.05,0.95,0.9385964912280702,0.877573083780254,0.9749586803252369,True,False,0.0,0.9385964912280702,0.9385964912280702,107,114,True
C,experimental.difficulty_normalized,breast_cancer,45,400,400,114,0.05,0.95,0.9210526315789473,0.8554198780593214,0.9632646932993097,True,False,0.043859649122807015,0.944954128440367,0.9035087719298246,103,109,True
A,builtin.default,breast_cancer,45,400,400,114,0.1,0.9,0.8859649122807017,0.8128925847615672,0.9378645588097528,True,False,0.07894736842105263,0.9619047619047619,0.8859649122807017,101,105,True
C,experimental.difficulty_normalized,breast_cancer,45,400,400,114,0.1,0.9,0.8859649122807017,0.8128925847615672,0.9378645588097528,True,False,0.09649122807017543,0.9805825242718447,0.8859649122807017,101,103,True
A,builtin.default,breast_cancer,46,50,50,114,0.05,0.95,0.956140350877193,0.9006113471996758,0.9856076911329386,False,False,0.0,0.956140350877193,0.956140350877193,109,114,True
C,experimental.difficulty_normalized,breast_cancer,46,50,50,114,0.05,0.95,0.956140350877193,0.9006113471996758,0.9856076911329386,False,False,0.07894736842105263,0.9809523809523809,0.9035087719298246,103,105,True
A,builtin.default,breast_cancer,46,50,50,114,0.1,0.9,0.9035087719298246,0.833907678769954,0.9508408722199633,False,False,0.07894736842105263,0.9809523809523809,0.9035087719298246,103,105,True
C,experimental.difficulty_normalized,breast_cancer,46,50,50,114,0.1,0.9,0.8947368421052632,0.8233446829933384,0.9444137255752582,True,False,0.09649122807017543,0.9805825242718447,0.8859649122807017,101,103,True
A,builtin.default,breast_cancer,46,100,100,114,0.05,0.95,0.9473684210526315,0.8889598328915044,0.9804427961144583,True,False,0.017543859649122806,0.9642857142857143,0.9473684210526315,108,112,True
C,experimental.difficulty_normalized,breast_cancer,46,100,100,114,0.05,0.95,0.9385964912280702,0.877573083780254,0.9749586803252369,True,False,0.02631578947368421,0.963963963963964,0.9385964912280702,107,111,True
A,builtin.default,breast_cancer,46,100,100,114,0.1,0.9,0.8771929824561403,0.8025409854581997,0.9312056743180521,True,False,0.11403508771929824,0.9900990099009901,0.8771929824561403,100,101,True
C,experimental.difficulty_normalized,breast_cancer,46,100,100,114,0.1,0.9,0.8771929824561403,0.8025409854581997,0.9312056743180521,True,False,0.11403508771929824,0.9900990099009901,0.8771929824561403,100,101,True
A,builtin.default,breast_cancer,46,200,200,114,0.05,0.95,0.956140350877193,0.9006113471996758,0.9856076911329386,False,False,0.008771929824561403,0.9557522123893806,0.9473684210526315,108,113,True
C,experimental.difficulty_normalized,breast_cancer,46,200,200,114,0.05,0.95,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.05263157894736842,0.9629629629629629,0.9122807017543859,104,108,True
A,builtin.default,breast_cancer,46,200,200,114,0.1,0.9,0.9210526315789473,0.8554198780593214,0.9632646932993097,False,False,0.05263157894736842,0.9722222222222222,0.9210526315789473,105,108,True
C,experimental.difficulty_normalized,breast_cancer,46,200,200,114,0.1,0.9,0.9035087719298246,0.833907678769954,0.9508408722199633,False,False,0.07894736842105263,0.9809523809523809,0.9035087719298246,103,105,True
A,builtin.default,breast_cancer,46,400,400,114,0.05,0.95,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.02631578947368421,0.963963963963964,0.9385964912280702,107,111,True
C,experimental.difficulty_normalized,breast_cancer,46,400,400,114,0.05,0.95,0.9649122807017544,0.912595542215111,0.9903585051788055,False,False,0.06140350877192982,0.9626168224299065,0.9035087719298246,103,107,True
A,builtin.default,breast_cancer,46,400,400,114,0.1,0.9,0.9210526315789473,0.8554198780593214,0.9632646932993097,False,False,0.05263157894736842,0.9722222222222222,0.9210526315789473,105,108,True
C,experimental.difficulty_normalized,breast_cancer,46,400,400,114,0.1,0.9,0.9210526315789473,0.8554198780593214,0.9632646932993097,False,False,0.06140350877192982,0.9719626168224299,0.9122807017543859,104,107,True
A,builtin.default,colic,42,50,50,72,0.05,0.95,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.19444444444444445,0.8620689655172413,0.6944444444444444,50,58,True
C,experimental.difficulty_normalized,colic,42,50,50,72,0.05,0.95,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.20833333333333334,0.8596491228070176,0.6805555555555556,49,57,True
A,builtin.default,colic,42,50,50,72,0.1,0.9,0.8333333333333334,0.7269607210880714,0.9108035939918991,True,False,0.013888888888888888,0.8309859154929577,0.8194444444444444,59,71,True
C,experimental.difficulty_normalized,colic,42,50,50,72,0.1,0.9,0.8055555555555556,0.6953310667013167,0.8894162133215106,True,True,0.041666666666666664,0.8405797101449275,0.8055555555555556,58,69,True
A,builtin.default,colic,42,100,100,72,0.05,0.95,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.4722222222222222,0.8947368421052632,0.4722222222222222,34,38,True
C,experimental.difficulty_normalized,colic,42,100,100,72,0.05,0.95,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.5277777777777778,0.9117647058823529,0.4305555555555556,31,34,True
A,builtin.default,colic,42,100,100,72,0.1,0.9,0.8194444444444444,0.7110565915970717,0.9002064918471039,True,False,0.027777777777777776,0.8142857142857143,0.7916666666666666,57,70,True
C,experimental.difficulty_normalized,colic,42,100,100,72,0.1,0.9,0.8055555555555556,0.6953310667013167,0.8894162133215106,True,True,0.027777777777777776,0.8142857142857143,0.7916666666666666,57,70,True
A,builtin.default,colic,42,200,200,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.4722222222222222,0.868421052631579,0.4583333333333333,33,38,True
C,experimental.difficulty_normalized,colic,42,200,200,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.2916666666666667,0.9019607843137255,0.6388888888888888,46,51,True
A,builtin.default,colic,42,200,200,72,0.1,0.9,0.9027777777777778,0.8098896595541573,0.9600104990663975,False,False,0.125,0.8888888888888888,0.7777777777777778,56,63,True
C,experimental.difficulty_normalized,colic,42,200,200,72,0.1,0.9,0.875,0.7759280642567467,0.9412166829434396,True,False,0.1111111111111111,0.859375,0.7638888888888888,55,64,True
A,builtin.default,colic,42,400,283,72,0.05,0.95,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.6944444444444444,0.8181818181818182,0.25,18,22,True
C,experimental.difficulty_normalized,colic,42,400,283,72,0.05,0.95,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.6388888888888888,0.6923076923076923,0.25,18,26,True
A,builtin.default,colic,42,400,283,72,0.1,0.9,0.8472222222222222,0.7430598767517241,0.9211880368122047,True,False,0.4583333333333333,0.717948717948718,0.3888888888888889,28,39,True
C,experimental.difficulty_normalized,colic,42,400,283,72,0.1,0.9,0.8194444444444444,0.7110565915970717,0.9002064918471039,True,False,0.4583333333333333,0.6666666666666666,0.3611111111111111,26,39,True
A,builtin.default,colic,43,50,50,72,0.05,0.95,0.9722222222222222,0.9032327108865293,0.9966180996738983,False,False,0.4583333333333333,0.9487179487179487,0.5138888888888888,37,39,True
C,experimental.difficulty_normalized,colic,43,50,50,72,0.05,0.95,0.9861111111111112,0.9250286891460808,0.9996484255949444,False,False,0.5694444444444444,0.967741935483871,0.4166666666666667,30,31,True
A,builtin.default,colic,43,50,50,72,0.1,0.9,0.9305555555555556,0.8453326851838769,0.9770683408462724,False,False,0.2361111111111111,0.9090909090909091,0.6944444444444444,50,55,True
C,experimental.difficulty_normalized,colic,43,50,50,72,0.1,0.9,0.875,0.7759280642567467,0.9412166829434396,True,False,0.1388888888888889,0.8709677419354839,0.75,54,62,True
A,builtin.default,colic,43,100,100,72,0.05,0.95,0.9861111111111112,0.9250286891460808,0.9996484255949444,False,False,0.4861111111111111,0.972972972972973,0.5,36,37,True
C,experimental.difficulty_normalized,colic,43,100,100,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.2916666666666667,0.9019607843137255,0.6388888888888888,46,51,True
A,builtin.default,colic,43,100,100,72,0.1,0.9,0.9305555555555556,0.8453326851838769,0.9770683408462724,False,False,0.2222222222222222,0.9107142857142857,0.7083333333333334,51,56,True
C,experimental.difficulty_normalized,colic,43,100,100,72,0.1,0.9,0.875,0.7759280642567467,0.9412166829434396,True,False,0.1388888888888889,0.8548387096774194,0.7361111111111112,53,62,True
A,builtin.default,colic,43,200,200,72,0.05,0.95,0.9722222222222222,0.9032327108865293,0.9966180996738983,False,False,0.4166666666666667,0.9523809523809523,0.5555555555555556,40,42,True
C,experimental.difficulty_normalized,colic,43,200,200,72,0.05,0.95,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.4583333333333333,0.9230769230769231,0.5,36,39,True
A,builtin.default,colic,43,200,200,72,0.1,0.9,0.9166666666666666,0.8273914153163261,0.9688024908586156,False,False,0.2222222222222222,0.8928571428571429,0.6944444444444444,50,56,True
C,experimental.difficulty_normalized,colic,43,200,200,72,0.1,0.9,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.18055555555555555,0.864406779661017,0.7083333333333334,51,59,True
A,builtin.default,colic,43,400,283,72,0.05,0.95,0.9861111111111112,0.9250286891460808,0.9996484255949444,False,False,0.9861111111111112,0.0,0.0,0,1,True
C,experimental.difficulty_normalized,colic,43,400,283,72,0.05,0.95,0.9166666666666666,0.8273914153163261,0.9688024908586156,True,False,0.6388888888888888,0.7692307692307693,0.2777777777777778,20,26,True
A,builtin.default,colic,43,400,283,72,0.1,0.9,0.9861111111111112,0.9250286891460808,0.9996484255949444,False,False,0.9861111111111112,0.0,0.0,0,1,True
C,experimental.difficulty_normalized,colic,43,400,283,72,0.1,0.9,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.5972222222222222,0.7241379310344828,0.2916666666666667,21,29,True
A,builtin.default,colic,44,50,50,72,0.05,0.95,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.4861111111111111,0.8918918918918919,0.4583333333333333,33,37,True
C,experimental.difficulty_normalized,colic,44,50,50,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.3333333333333333,0.8958333333333334,0.5972222222222222,43,48,True
A,builtin.default,colic,44,50,50,72,0.1,0.9,0.8888888888888888,0.7927531293329052,0.9507919607293592,True,False,0.1111111111111111,0.875,0.7777777777777778,56,64,True
C,experimental.difficulty_normalized,colic,44,50,50,72,0.1,0.9,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.05555555555555555,0.8529411764705882,0.8055555555555556,58,68,True
A,builtin.default,colic,44,100,100,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.4444444444444444,0.875,0.4861111111111111,35,40,True
C,experimental.difficulty_normalized,colic,44,100,100,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.3055555555555556,0.9,0.625,45,50,True
A,builtin.default,colic,44,100,100,72,0.1,0.9,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.05555555555555555,0.8529411764705882,0.8055555555555556,58,68,True
C,experimental.difficulty_normalized,colic,44,100,100,72,0.1,0.9,0.8611111111111112,0.7593740674969758,0.9313357923031833,True,False,0.08333333333333333,0.8484848484848485,0.7777777777777778,56,66,True
A,builtin.default,colic,44,200,200,72,0.05,0.95,0.9722222222222222,0.9032327108865293,0.9966180996738983,False,False,0.5555555555555556,0.9375,0.4166666666666667,30,32,True
C,experimental.difficulty_normalized,colic,44,200,200,72,0.05,0.95,0.9166666666666666,0.8273914153163261,0.9688024908586156,True,False,0.3333333333333333,0.875,0.5833333333333334,42,48,True
A,builtin.default,colic,44,200,200,72,0.1,0.9,0.9027777777777778,0.8098896595541573,0.9600104990663975,False,False,0.1527777777777778,0.8852459016393442,0.75,54,61,True
C,experimental.difficulty_normalized,colic,44,200,200,72,0.1,0.9,0.9027777777777778,0.8098896595541573,0.9600104990663975,False,False,0.18055555555555555,0.8813559322033898,0.7222222222222222,52,59,True
A,builtin.default,colic,44,400,283,72,0.05,0.95,1.0,0.9500559162941441,1.0,False,False,0.9583333333333334,1.0,0.041666666666666664,3,3,True
C,experimental.difficulty_normalized,colic,44,400,283,72,0.05,0.95,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.7916666666666666,0.8,0.16666666666666666,12,15,True
A,builtin.default,colic,44,400,283,72,0.1,0.9,0.9444444444444444,0.8638213506873339,0.9846574628888676,False,False,0.8611111111111112,0.6,0.08333333333333333,6,10,True
C,experimental.difficulty_normalized,colic,44,400,283,72,0.1,0.9,0.9305555555555556,0.8453326851838769,0.9770683408462724,False,False,0.6805555555555556,0.782608695652174,0.25,18,23,True
A,builtin.default,colic,45,50,50,72,0.05,0.95,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.5277777777777778,0.9117647058823529,0.4305555555555556,31,34,True
C,experimental.difficulty_normalized,colic,45,50,50,72,0.05,0.95,0.9583333333333334,0.8830251801740586,0.9913235026836466,False,False,0.5416666666666666,0.9090909090909091,0.4166666666666667,30,33,True
A,builtin.default,colic,45,50,50,72,0.1,0.9,0.9305555555555556,0.8453326851838769,0.9770683408462724,False,False,0.2638888888888889,0.9056603773584906,0.6666666666666666,48,53,True
C,experimental.difficulty_normalized,colic,45,50,50,72,0.1,0.9,0.8333333333333334,0.7269607210880714,0.9108035939918991,True,False,0.125,0.8095238095238095,0.7083333333333334,51,63,True
A,builtin.default,colic,45,100,100,72,0.05,0.95,0.9305555555555556,0.8453326851838769,0.9770683408462724,True,False,0.5,0.8611111111111112,0.4305555555555556,31,36,True
C,experimental.difficulty_normalized,colic,45,100,100,72,0.05,0.95,0.9444444444444444,0.8638213506873339,0.9846574628888676,True,False,0.5694444444444444,0.8709677419354839,0.375,27,31,True
