rank,risk_score,length,args,branches,file,line,function
675,27,11,2,0,src/calibrated_explanations/core/reject/orchestrator.py,23,__init__
676,27,10,1,3,src/calibrated_explanations/plotting.py,1096,_safe_float
677,27,10,1,3,src/calibrated_explanations/explanations/explanations.py,744,predictions
678,27,10,1,3,src/calibrated_explanations/utils/int_utils.py,12,_normalize_digit_string
679,27,8,2,1,src/calibrated_explanations/cache/cache.py,566,_evict_no_lock
680,27,3,3,0,src/calibrated_explanations/ce_agent_utils.py,284,_safe_call_with_kwargs
681,27,3,3,0,src/calibrated_explanations/cache/cache.py,125,__setitem__
682,27,3,3,0,src/calibrated_explanations/cache/cache.py,148,pop
683,27,3,3,0,src/calibrated_explanations/calibration/interval_wrappers.py,77,predict_probability
684,27,3,3,0,src/calibrated_explanations/calibration/interval_wrappers.py,93,pre_fit_for_probabilistic
685,27,3,3,0,src/calibrated_explanations/core/calibrated_explainer.py,691,_invoke_explanation_plugin
686,27,3,3,0,src/calibrated_explanations/core/prediction_helpers.py,61,rule_boundaries
687,27,3,3,0,src/calibrated_explanations/core/wrap_explainer.py,426,explain_counterfactual
688,27,3,3,0,src/calibrated_explanations/core/prediction/orchestrator.py,306,predict_internal
689,27,3,3,0,src/calibrated_explanations/explanations/explanation.py,976,parse_condition
690,27,3,3,0,src/calibrated_explanations/explanations/explanation.py,1301,_is_lesser
691,27,3,3,0,src/calibrated_explanations/explanations/explanation.py,2208,_is_lesser
692,27,3,3,0,src/calibrated_explanations/explanations/explanation.py,3364,_is_lesser
693,27,3,3,0,src/calibrated_explanations/explanations/explanation.py,3668,_is_lesser
694,27,3,3,0,src/calibrated_explanations/explanations/explanations.py,1829,predict
695,27,3,3,0,src/calibrated_explanations/plugins/builtins.py,154,predict_proba
696,27,3,3,0,src/calibrated_explanations/plugins/builtins.py,319,supports_mode
697,27,3,3,0,src/calibrated_explanations/plugins/explanations.py,132,get_calibration_summaries
698,27,3,3,0,src/calibrated_explanations/plugins/explanations.py,176,predict
699,27,3,3,0,src/calibrated_explanations/plugins/explanations.py,180,explain_factual
700,27,3,3,0,src/calibrated_explanations/plugins/explanations.py,188,explain_fast
701,27,3,3,0,src/calibrated_explanations/plugins/registry.py,217,should_trust
702,26,18,1,0,src/calibrated_explanations/calibration/summaries.py,50,_get_calibration_data_hash
703,26,18,1,0,src/calibrated_explanations/core/wrap_explainer.py,609,calibrated_confusion_matrix
704,26,18,1,0,src/calibrated_explanations/explanations/explanation.py,2479,__repr__
705,26,12,1,2,src/calibrated_explanations/explanations/explanation.py,415,is_one_sided
706,26,10,2,0,src/calibrated_explanations/api/config.py,83,task
707,26,10,2,0,src/calibrated_explanations/api/config.py,94,low_high_percentiles
708,26,10,2,0,src/calibrated_explanations/api/config.py,105,threshold
709,26,10,2,0,src/calibrated_explanations/api/config.py,116,preprocessor
710,26,10,2,0,src/calibrated_explanations/api/config.py,127,auto_encode
711,26,10,2,0,src/calibrated_explanations/api/config.py,138,unseen_category_policy
712,26,10,2,0,src/calibrated_explanations/api/config.py,149,parallel_workers
713,26,10,2,0,src/calibrated_explanations/core/explain/__init__.py,25,explain
714,26,10,2,0,src/calibrated_explanations/core/prediction/interval_registry.py,43,__init__
715,26,10,2,0,src/calibrated_explanations/core/prediction/orchestrator.py,212,_predict_fn
716,26,10,2,0,src/calibrated_explanations/plugins/predict_monitor.py,44,__init__
717,26,10,2,0,src/calibrated_explanations/plugins/registry.py,1771,list_explanation_descriptors
718,26,9,1,3,src/calibrated_explanations/core/narrative_generator.py,84,to_py
719,26,9,1,3,src/calibrated_explanations/core/wrap_explainer.py,825,_normalize_auto_encode_flag
720,26,9,1,3,src/calibrated_explanations/viz/builders.py,76,_serialize_plot_attr
721,26,7,2,1,src/calibrated_explanations/ce_agent_utils.py,185,_ensure_required_methods
722,26,7,2,1,src/calibrated_explanations/ce_agent_utils.py,194,_ensure_required_attrs
723,26,7,2,1,src/calibrated_explanations/logging.py,86,filter
724,26,7,2,1,src/calibrated_explanations/testing/parity_compare.py,49,both_nan
725,26,7,2,1,src/calibrated_explanations/viz/plotspec.py,201,__getitem__
726,26,6,1,4,src/calibrated_explanations/explanations/explanation.py,734,_filter_value
727,26,4,2,2,src/calibrated_explanations/core/validation.py,43,validate_non_empty
728,26,2,3,0,src/calibrated_explanations/plugins/explanations.py,283,supports_mode
729,26,2,3,0,src/calibrated_explanations/plugins/explanations.py,289,explain_batch
730,26,2,3,0,src/calibrated_explanations/plugins/intervals.py,96,predict_probability
731,26,2,3,0,src/calibrated_explanations/plugins/intervals.py,102,pre_fit_for_probabilistic
732,26,2,3,0,src/calibrated_explanations/plugins/plots.py,87,render
733,26,2,3,0,src/calibrated_explanations/plugins/predict.py,62,predict_proba
734,25,14,1,1,src/calibrated_explanations/cache/cache.py,655,__post_init__
735,25,14,1,1,src/calibrated_explanations/calibration/state.py,68,get_x_cal
736,25,14,1,1,src/calibrated_explanations/calibration/__init__.py,64,__getattr__
737,25,14,1,1,src/calibrated_explanations/core/calibrated_explainer.py,1474,num_features
738,25,14,1,1,src/calibrated_explanations/explanations/explanation.py,3750,define_conditions
739,25,11,1,2,src/calibrated_explanations/core/wrap_explainer.py,357,feature_filter_config
740,25,9,2,0,src/calibrated_explanations/cache/explanation_cache.py,42,__init__
741,25,9,2,0,src/calibrated_explanations/calibration/interval_regressor.py,373,compute_proba_cal
742,25,9,2,0,src/calibrated_explanations/core/wrap_explainer.py,1278,__setstate__
743,25,8,1,3,src/calibrated_explanations/explanations/explanation.py,725,_clone_value
744,25,6,2,1,src/calibrated_explanations/ce_agent_utils.py,584,add_conjunctions
745,25,6,2,1,src/calibrated_explanations/core/calibrated_explainer.py,1370,set_preprocessor_metadata
746,25,6,2,1,src/calibrated_explanations/core/calibrated_explainer.py,2075,is_lime_enabled
747,25,6,2,1,src/calibrated_explanations/core/calibrated_explainer.py,2082,is_shap_enabled
748,25,6,2,1,src/calibrated_explanations/core/reject/orchestrator.py,54,_filter_kwargs
749,25,6,2,1,src/calibrated_explanations/integrations/lime.py,44,set_enabled
750,25,6,2,1,src/calibrated_explanations/integrations/shap.py,33,set_enabled
751,25,6,2,1,src/calibrated_explanations/plugins/registry.py,2095,_safe_supports
752,24,16,1,0,src/calibrated_explanations/cache/cache.py,282,__reduce__
753,24,13,1,1,src/calibrated_explanations/core/explain/benchmarks.py,110,report
754,24,13,1,1,src/calibrated_explanations/plugins/registry.py,792,validate_plot_renderer_metadata
755,24,10,1,2,src/calibrated_explanations/core/wrap_explainer.py,83,__repr__
756,24,10,1,2,src/calibrated_explanations/explanations/explanation.py,446,is_probabilistic
757,24,10,1,2,src/calibrated_explanations/plugins/builtins.py,1272,_safe_float
758,24,10,1,2,src/calibrated_explanations/plugins/registry.py,2073,untrust_plugin
759,24,8,2,0,src/calibrated_explanations/viz/plugins.py,28,build
760,24,7,1,3,src/calibrated_explanations/core/narrative_generator.py,100,first_or_none
761,24,5,2,1,src/calibrated_explanations/core/narrative_generator.py,177,__init__
762,24,5,2,1,src/calibrated_explanations/viz/builders.py,49,__getattr__
763,24,5,2,1,src/calibrated_explanations/viz/serializers.py,115,get_kind_requirements
764,23,17,0,2,src/calibrated_explanations/ce_agent_utils.py,126,_require_ce
765,23,17,0,2,src/calibrated_explanations/utils/__init__.py,41,_ensure_joblib_pool_attribute
766,23,15,1,0,src/calibrated_explanations/core/calibration_helpers.py,51,identify_constant_features
767,23,14,0,3,src/calibrated_explanations/plugins/registry.py,73,_env_trusted_names
768,23,12,1,1,src/calibrated_explanations/cache/cache.py,711,flush
769,23,12,1,1,src/calibrated_explanations/core/explain/orchestrator.py,266,infer_mode
770,23,12,1,1,src/calibrated_explanations/core/reject/policy.py,20,__getattr__
771,23,9,1,2,src/calibrated_explanations/core/calibrated_explainer.py,581,close
772,23,9,1,2,src/calibrated_explanations/explanations/explanation.py,2054,_summarize
773,23,9,1,2,src/calibrated_explanations/explanations/explanation.py,3204,_summarize
774,23,9,1,2,src/calibrated_explanations/legacy/plotting.py,74,_resolve_explainer
775,23,7,2,0,src/calibrated_explanations/parallel/parallel.py,437,_resolve_strategy
776,23,4,2,1,src/calibrated_explanations/calibration/interval_wrappers.py,21,__init__
777,23,4,2,1,src/calibrated_explanations/core/validation.py,29,validate_not_none
778,23,4,2,1,src/calibrated_explanations/testing/parity_compare.py,67,path_join
779,22,14,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1513,interval_learner
780,22,14,1,0,src/calibrated_explanations/explanations/explanations.py,852,get_low_percentile
781,22,14,1,0,src/calibrated_explanations/plugins/predict_monitor.py,216,calls
782,22,14,1,0,src/calibrated_explanations/utils/rng.py,6,set_rng_seed
783,22,13,0,3,src/calibrated_explanations/utils/helper.py,227,is_notebook
784,22,11,1,1,src/calibrated_explanations/plugins/explanations.py,318,_inherits_calibrated_explanations
785,22,11,1,1,src/calibrated_explanations/viz/builders.py,1134,build_triangular_plotspec_dict
786,22,11,1,1,src/calibrated_explanations/viz/builders.py,1147,build_global_plotspec_dict
787,22,8,1,2,src/calibrated_explanations/logging.py,95,ensure_logging_context_filter
788,22,8,1,2,src/calibrated_explanations/core/narrative_generator.py,584,_split_conjunctive_values
789,22,8,1,2,src/calibrated_explanations/explanations/explanation.py,798,_get_percentiles
790,22,8,1,2,src/calibrated_explanations/explanations/legacy_conjunctions.py,147,_clone_payload
791,22,8,1,2,src/calibrated_explanations/explanations/legacy_conjunctions.py,308,_clone_payload
792,22,8,1,2,src/calibrated_explanations/plugins/explanations.py,196,get_preprocessor_state
793,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,49,merge_feature_result
794,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,57,compute_feature_effects
795,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,65,merge_ignore_features
796,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,73,initialize_explanation
797,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,81,explain_predict_step
798,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,89,feature_effect_for_index
799,22,6,2,0,src/calibrated_explanations/core/explain/helpers.py,97,validate_and_prepare_input
800,22,6,2,0,src/calibrated_explanations/explanations/explanation.py,881,_build_interval
801,22,3,2,1,src/calibrated_explanations/core/calibrated_explainer.py,997,interval_plugin_override
802,22,3,2,1,src/calibrated_explanations/core/narrative_generator.py,95,fmt_float
803,22,3,2,1,src/calibrated_explanations/core/narrative_generator.py,452,get_item
804,21,13,1,0,src/calibrated_explanations/cache/cache.py,626,__reduce__
805,21,13,1,0,src/calibrated_explanations/core/wrap_explainer.py,747,runtime_telemetry
806,21,13,1,0,src/calibrated_explanations/core/wrap_explainer.py,762,preprocessor_metadata
807,21,10,1,1,src/calibrated_explanations/cache/cache.py,817,_reconstruct_cache_config
808,21,10,1,1,src/calibrated_explanations/cache/__init__.py,52,__getattr__
809,21,10,1,1,src/calibrated_explanations/explanations/__init__.py,61,__getattr__
810,21,10,1,1,src/calibrated_explanations/parallel/__init__.py,29,__getattr__
811,21,10,1,1,src/calibrated_explanations/perf/__init__.py,71,__getattr__
812,21,7,1,2,src/calibrated_explanations/plotting.py,531,_format_class
813,21,5,2,0,src/calibrated_explanations/cache/cache.py,763,__setstate__
814,21,5,2,0,src/calibrated_explanations/core/reject/orchestrator.py,47,__setstate__
815,21,5,2,0,src/calibrated_explanations/explanations/explanation.py,563,__init__
816,20,12,1,0,src/calibrated_explanations/cache/cache.py,793,_reconstruct_lru_cache
817,20,12,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1579,_CalibratedExplainer__initialize_interval_learner_for_fast_explainer
818,20,12,1,0,src/calibrated_explanations/core/explain/orchestrator.py,121,initialize_chains
819,20,12,1,0,src/calibrated_explanations/core/prediction/orchestrator.py,115,initialize_chains
820,20,12,1,0,src/calibrated_explanations/explanations/explanations.py,1657,num_features
821,20,12,1,0,src/calibrated_explanations/explanations/explanations.py,1736,sample_percentiles
822,20,9,1,1,src/calibrated_explanations/plugins/explanations.py,337,_inherits_calibrated_explanation
823,20,6,1,2,src/calibrated_explanations/ce_agent_utils.py,335,_extract_prediction_triplet
824,20,6,1,2,src/calibrated_explanations/logging.py,30,_coerce_bool
825,20,6,1,2,src/calibrated_explanations/core/validation.py,198,_as_1d_array
826,20,6,1,2,src/calibrated_explanations/parallel/parallel.py,257,_effective_min_instances
827,20,6,1,2,src/calibrated_explanations/plugins/registry.py,1133,find_explanation_plugin_trusted
828,20,6,1,2,src/calibrated_explanations/plugins/registry.py,1207,find_interval_plugin_trusted
829,20,6,1,2,src/calibrated_explanations/viz/builders.py,525,_label_for
830,20,6,1,2,src/calibrated_explanations/viz/builders.py,765,_label_for
831,20,6,1,2,src/calibrated_explanations/viz/matplotlib_adapter.py,1176,_safe_str
832,20,4,2,0,src/calibrated_explanations/api/config.py,228,perf_telemetry
833,20,4,2,0,src/calibrated_explanations/cache/cache.py,175,dataclass
834,20,4,2,0,src/calibrated_explanations/cache/cache.py,524,__contains__
835,20,4,2,0,src/calibrated_explanations/calibration/interval_regressor.py,551,y_cal_hat_storage
836,19,16,0,1,src/calibrated_explanations/plugins/registry.py,1521,get_discovery_report
837,19,11,1,0,src/calibrated_explanations/cache/cache.py,829,_reconstruct_cache_metrics
838,19,11,1,0,src/calibrated_explanations/cache/cache.py,769,__reduce__
839,19,11,1,0,src/calibrated_explanations/core/calibrated_explainer.py,406,get_plugin_manager
840,19,11,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1378,x_cal
841,19,11,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1409,y_cal
842,19,11,1,0,src/calibrated_explanations/core/calibrated_explainer.py,2691,predict_calibration
843,19,11,1,0,src/calibrated_explanations/core/reject/orchestrator.py,35,__getstate__
844,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1631,x_cal
845,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1644,y_cal
846,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1671,categorical_features
847,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1684,categorical_labels
848,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1697,feature_values
849,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1710,feature_names
850,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1723,class_labels
851,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1750,mode
852,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1763,is_multiclass
853,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1776,discretizer
854,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1799,learner
855,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1812,difficulty_estimator
856,19,11,1,0,src/calibrated_explanations/explanations/explanations.py,1834,_preload_lime
857,19,11,1,0,src/calibrated_explanations/parallel/parallel.py,56,snapshot
858,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,887,__init__
859,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,932,__init__
860,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,976,__init__
861,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,1017,__init__
862,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,1062,__init__
863,19,11,1,0,src/calibrated_explanations/plugins/builtins.py,1106,__init__
864,19,8,1,1,src/calibrated_explanations/plotting.py,23,__getattr__
865,19,8,1,1,src/calibrated_explanations/cache/cache.py,557,_evict_oldest
866,19,8,1,1,src/calibrated_explanations/schema/__init__.py,19,__getattr__
867,19,5,1,2,src/calibrated_explanations/logging.py,62,update_logging_context
868,19,5,1,2,src/calibrated_explanations/explanations/explanations.py,824,is_one_sided
869,19,5,1,2,src/calibrated_explanations/explanations/models.py,140,_normalize_explanation_type
870,19,3,2,0,src/calibrated_explanations/plotting.py,166,format_save_path
871,19,3,2,0,src/calibrated_explanations/api/config.py,78,__init__
872,19,3,2,0,src/calibrated_explanations/cache/cache.py,450,telemetry_handler
873,19,3,2,0,src/calibrated_explanations/cache/cache.py,73,__init__
874,19,3,2,0,src/calibrated_explanations/calibration/interval_regressor.py,620,append_bins
875,19,3,2,0,src/calibrated_explanations/calibration/interval_wrappers.py,81,predict_uncertainty
876,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,375,__setstate__
877,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,499,_resolve_parallel_executor
878,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,627,prediction_orchestrator
879,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,642,explanation_orchestrator
880,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,657,reject_orchestrator
881,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,683,instantiate_plugin
882,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,687,build_instance_telemetry_payload
883,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,764,gather_interval_hints
884,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,780,_interval_plugin_hints
885,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,795,_interval_plugin_fallbacks
886,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,810,_interval_preferred_identifier
887,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,825,_telemetry_interval_sources
888,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,840,_interval_plugin_identifiers
889,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,855,_interval_context_metadata
890,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,876,plot_plugin_fallbacks
891,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,886,_explanation_plugin_overrides
892,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,896,_interval_plugin_override
893,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,906,_fast_interval_plugin_override
894,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,916,_plot_style_override
895,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,926,_explanation_plugin_instances
896,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,937,plugin_manager
897,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1124,bridge_monitors
898,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1134,explanation_plugin_instances
899,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1171,lime_helper
900,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1187,shap_helper
901,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1203,initialized
902,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1222,last_explanation_mode
903,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1232,feature_filter_per_instance_ignore
904,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1248,parallel_executor
905,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1258,feature_filter_config
906,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1268,predict_bridge
907,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1278,categorical_value_counts_cache
908,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1288,numeric_sorted_cache
909,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1298,calibration_summary_shape
910,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1334,_pyproject_explanations
911,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1344,_pyproject_intervals
912,19,3,2,0,src/calibrated_explanations/core/calibrated_explainer.py,1354,_pyproject_plots
913,19,3,2,0,src/calibrated_explanations/core/narrative_generator.py,183,load_templates
914,19,3,2,0,src/calibrated_explanations/core/test.py,36,sequential_map
915,19,3,2,0,src/calibrated_explanations/core/wrap_explainer.py,100,parallel_executor
916,19,3,2,0,src/calibrated_explanations/core/wrap_explainer.py,110,auto_encode
917,19,3,2,0,src/calibrated_explanations/core/wrap_explainer.py,120,preprocessor
918,19,3,2,0,src/calibrated_explanations/core/wrap_explainer.py,951,_maybe_preprocess_for_inference
919,19,3,2,0,src/calibrated_explanations/core/explain/helpers.py,44,compute_weight_delta
920,19,3,2,0,src/calibrated_explanations/explanations/explanation.py,889,build_interval
921,19,3,2,0,src/calibrated_explanations/explanations/explanation.py,940,safe_feature_name
922,19,3,2,0,src/calibrated_explanations/explanations/explanations.py,686,legacy_payload
923,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,164,get_feature
924,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,168,get_sampled_values
925,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,172,get_feature_value
926,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,176,get_value
927,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,180,get_rule
928,19,3,2,0,src/calibrated_explanations/explanations/_conjunctions.py,184,is_conjunctive
929,19,3,2,0,src/calibrated_explanations/integrations/lime.py,40,enabled
930,19,3,2,0,src/calibrated_explanations/integrations/lime.py,58,explainer_instance
931,19,3,2,0,src/calibrated_explanations/integrations/lime.py,69,reference_explanation
932,19,3,2,0,src/calibrated_explanations/integrations/shap.py,45,setenabled
933,19,3,2,0,src/calibrated_explanations/integrations/shap.py,55,enabled
934,19,3,2,0,src/calibrated_explanations/integrations/shap.py,66,explainer_instance
935,19,3,2,0,src/calibrated_explanations/integrations/shap.py,77,reference_explanation
936,19,3,2,0,src/calibrated_explanations/legacy/plotting.py,244,plot_probabilistic
937,19,3,2,0,src/calibrated_explanations/parallel/parallel.py,520,_auto_strategy
938,19,3,2,0,src/calibrated_explanations/perf/__init__.py,36,make_parallel_executor
939,19,3,2,0,src/calibrated_explanations/perf/__init__.py,40,make_parallel_backend
940,19,3,2,0,src/calibrated_explanations/plugins/base.py,22,supports
941,19,3,2,0,src/calibrated_explanations/plugins/builtins.py,91,__init__
942,19,3,2,0,src/calibrated_explanations/plugins/builtins.py,305,supports
943,19,3,2,0,src/calibrated_explanations/plugins/explanations.py,162,latest_explanation
944,19,3,2,0,src/calibrated_explanations/plugins/explanations.py,172,last_explanation_mode
945,19,3,2,0,src/calibrated_explanations/plugins/explanations.py,184,__getattr__
946,19,3,2,0,src/calibrated_explanations/plugins/manager.py,974,pyproject_explanations
947,19,3,2,0,src/calibrated_explanations/plugins/manager.py,986,pyproject_intervals
948,19,3,2,0,src/calibrated_explanations/plugins/manager.py,998,pyproject_plots
949,19,3,2,0,src/calibrated_explanations/plugins/manager.py,157,interval_plugin_hints
950,19,3,2,0,src/calibrated_explanations/plugins/manager.py,173,explanation_plugin_fallbacks
951,19,3,2,0,src/calibrated_explanations/plugins/manager.py,189,plot_plugin_fallbacks
952,19,3,2,0,src/calibrated_explanations/plugins/manager.py,205,interval_plugin_fallbacks
953,19,3,2,0,src/calibrated_explanations/plugins/manager.py,221,interval_plugin_identifiers
954,19,3,2,0,src/calibrated_explanations/plugins/manager.py,237,telemetry_interval_sources
955,19,3,2,0,src/calibrated_explanations/plugins/manager.py,253,interval_preferred_identifier
956,19,3,2,0,src/calibrated_explanations/plugins/manager.py,269,explanation_preferred_identifier
957,19,3,2,0,src/calibrated_explanations/plugins/manager.py,285,interval_context_metadata
958,19,3,2,0,src/calibrated_explanations/plugins/manager.py,306,explanation_plugin_instances
959,19,3,2,0,src/calibrated_explanations/plugins/manager.py,316,explanation_plugin_identifiers
960,19,3,2,0,src/calibrated_explanations/plugins/manager.py,326,plot_style_chain
961,19,3,2,0,src/calibrated_explanations/plugins/manager.py,336,explanation_contexts
962,19,3,2,0,src/calibrated_explanations/plugins/manager.py,351,last_explanation_mode
963,19,3,2,0,src/calibrated_explanations/plugins/manager.py,361,last_telemetry
964,19,3,2,0,src/calibrated_explanations/plugins/manager.py,371,explanation_plugin_overrides
965,19,3,2,0,src/calibrated_explanations/plugins/manager.py,381,interval_plugin_override
966,19,3,2,0,src/calibrated_explanations/plugins/manager.py,391,fast_interval_plugin_override
967,19,3,2,0,src/calibrated_explanations/plugins/manager.py,401,plot_style_override
968,19,3,2,0,src/calibrated_explanations/plugins/registry.py,222,propagate_trust_metadata
969,19,3,2,0,src/calibrated_explanations/plugins/registry.py,227,update_trust_keys
970,19,3,2,0,src/calibrated_explanations/plugins/registry.py,237,verify_plugin_checksum
971,19,3,2,0,src/calibrated_explanations/plugins/registry.py,271,set_plot_style
972,19,3,2,0,src/calibrated_explanations/plugins/registry.py,341,safe_supports
973,19,3,2,0,src/calibrated_explanations/plugins/registry.py,346,warn_untrusted_plugin
974,19,3,2,0,src/calibrated_explanations/plugins/registry.py,363,coerce_string_collection
975,19,3,2,0,src/calibrated_explanations/viz/plugins.py,24,initialize
976,19,3,2,0,src/calibrated_explanations/viz/plugins.py,47,initialize
977,19,3,2,0,src/calibrated_explanations/viz/serializers.py,91,is_supported_kind
978,18,12,0,2,src/calibrated_explanations/logging.py,43,telemetry_diagnostic_mode
979,18,10,1,0,src/calibrated_explanations/cache/cache.py,271,snapshot
980,18,10,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1448,_invalidate_calibration_summaries
981,18,10,1,0,src/calibrated_explanations/core/calibrated_explainer.py,1490,feature_names
982,18,10,1,0,src/calibrated_explanations/core/explain/_base.py,104,priority
983,18,10,1,0,src/calibrated_explanations/core/explain/_shared.py,274,__getstate__
984,18,10,1,0,src/calibrated_explanations/explanations/explanation.py,621,reset
985,18,10,1,0,src/calibrated_explanations/explanations/explanation.py,1011,to_telemetry
986,18,10,1,0,src/calibrated_explanations/explanations/explanations.py,37,__getstate__
987,18,10,1,0,src/calibrated_explanations/explanations/explanations.py,867,get_high_percentile
988,18,10,1,0,src/calibrated_explanations/plugins/explanations.py,50,__getstate__
989,18,10,1,0,src/calibrated_explanations/plugins/explanations.py,255,__getstate__
990,18,10,1,0,src/calibrated_explanations/plugins/intervals.py,41,__getstate__
991,18,10,1,0,src/calibrated_explanations/plugins/plots.py,49,__getstate__
992,18,10,1,0,src/calibrated_explanations/plugins/registry.py,1447,list_plot_builder_descriptors
993,18,10,1,0,src/calibrated_explanations/plugins/registry.py,1459,list_plot_renderer_descriptors
994,18,10,1,0,src/calibrated_explanations/plugins/registry.py,876,__getstate__
995,18,10,1,0,src/calibrated_explanations/plugins/registry.py,902,__getstate__
996,18,10,1,0,src/calibrated_explanations/plugins/registry.py,935,__getstate__
997,18,10,1,0,src/calibrated_explanations/plugins/registry.py,961,__getstate__
998,18,10,1,0,src/calibrated_explanations/plugins/registry.py,984,__getstate__
999,18,10,1,0,src/calibrated_explanations/plugins/registry.py,1494,__getstate__
1000,18,7,1,1,src/calibrated_explanations/core/reject/policy.py,34,is_policy_enabled
1001,18,7,1,1,src/calibrated_explanations/explanations/explanations.py,139,__next__
1002,18,2,2,0,src/calibrated_explanations/ce_agent_utils.py,145,_is_wrapper
1003,18,2,2,0,src/calibrated_explanations/core/calibrated_explainer.py,956,interval_plugin_hints
